TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2026-07-23 23:46:30.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-02BF
2026-07-23 23:46:36.392,0.79675525,0.92751616,0.38852182,0.0,0.93564343,0.8251523,0.22984378,0.0,1.4715935,0.6082029,0.4526937,0.0,0.40579814,0.5728172,0.17698921,0.0,-0.021984702,-0.039087772,-0.08001342,0.0,880.80585,776.04395,767.1795,841.31866,761.13556,0.291259765625,0.12823486328125,0.9609375,-0.31402587890625,-0.52337646484375,-0.620574951171875,322344.32234432234,8.12476923076923E7,2.5457948717948716E7,83.556206,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:36.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 23:46:37.415,0.91233444,0.9958512,0.5720454,0.0,0.9676133,0.8357323,0.40870804,0.0,1.3354806,0.594815,0.15315154,0.0,0.44782823,0.25246513,0.3448098,0.0,0.11285237,0.04760225,-0.12944299,0.0,767.1795,786.52014,771.6117,828.022,1032.7106,0.2781982421875,0.13104248046875,0.97174072265625,-0.59814453125,0.299072265625,-1.786956787109375,322344.32234432234,8.127912087912087E7,2.5432161172161173E7,83.75948,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:38.418,0.95607585,0.9223167,0.8378796,0.0,0.9900369,0.8032941,0.28225815,0.0,0.9734169,0.6733135,0.53544974,0.0,0.53230864,0.54791427,0.14881836,0.0,-0.19932365,0.12720785,-0.30263552,0.0,828.022,800.6227,757.50916,765.16486,645.89746,0.2587890625,0.11309814453125,0.975341796875,0.10467529296875,-2.235565185546875,-0.426177978515625,323150.1831501831,8.135406593406594E7,2.542087912087912E7,83.03245,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:39.425,0.57285935,0.9571567,0.5084273,0.0,0.7999975,0.88896793,0.6322581,0.0,1.0766872,0.9488309,0.59583485,0.0,0.60205245,0.5566874,0.10799866,0.0,-0.072168164,-0.009456058,-0.19938391,0.0,838.49817,802.23444,760.7326,848.1685,776.4469,0.255126953125,0.11468505859375,0.97607421875,-0.19439697265625,-1.502838134765625,-0.55328369140625,322344.32234432234,8.129443223443224E7,2.5377362637362637E7,82.351,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:40.437,0.5598323,0.99895734,0.3620835,0.0,0.91238433,0.7649622,0.5742236,0.0,0.89210355,0.94300044,0.50818723,0.0,0.58415455,0.6267689,0.038904034,0.0,-0.13452801,-0.032956515,-0.23222983,0.0,755.4945,775.2381,770.40295,719.2308,998.46155,0.2491455078125,0.11090087890625,0.977294921875,0.052337646484375,-2.19818115234375,-0.231781005859375,323956.04395604396,8.120417582417582E7,2.5340293040293038E7,80.02142,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:41.451,1.0278175,0.94372827,0.41844475,0.0,0.5615589,0.7710705,0.2532232,0.0,1.095896,0.9254361,0.60762614,0.0,0.4430721,0.7899187,0.20291299,0.0,0.10055032,0.1850499,-0.0058076065,0.0,796.99634,750.65936,754.68866,789.34064,646.30035,0.23248291015625,0.1087646484375,0.98358154296875,-0.418701171875,-1.48040771484375,-0.351409912109375,323150.1831501831,8.124688644688645E7,2.5332234432234433E7,78.76319,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:42.456,1.481004,0.7030299,0.3989664,0.0,0.7762781,0.9095474,0.48664576,0.0,1.3277069,0.8945713,0.67554367,0.0,0.5037318,0.6832493,0.21102755,0.0,-0.030085154,0.24062777,-0.14417022,0.0,796.1905,789.34064,764.7619,788.93774,687.8022,0.22613525390625,0.1058349609375,0.9864501953125,0.067291259765625,-1.3458251953125,0.082244873046875,323150.1831501831,8.125010989010988E7,2.537010989010989E7,78.95987,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:43.465,1.0609608,0.9315265,0.5165292,0.0,0.6968318,1.2036452,0.42883077,0.0,1.2704033,1.1336989,0.6752704,0.0,0.4163451,0.8819989,0.10816955,0.0,0.05552005,0.035942104,-0.18345264,0.0,833.2601,791.3553,771.6117,762.3443,1178.9744,0.217041015625,0.1015625,0.9847412109375,0.11962890625,-1.906585693359375,-0.55328369140625,323150.1831501831,8.122593406593406E7,2.5358827838827837E7,77.55181,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:44.468,0.50364244,1.0330477,0.10586103,0.0,0.7467775,1.1077342,0.13683718,0.0,1.3580815,0.9451676,0.2683062,0.0,0.5075705,0.92844206,0.1460449,0.0,0.028313499,-0.07665991,-0.15260912,0.0,850.58606,783.2967,764.7619,819.5604,758.71796,0.20416259765625,0.08935546875,0.99163818359375,-0.545806884765625,-1.443023681640625,-0.336456298828125,322344.32234432234,8.133311355311355E7,2.5395091575091574E7,79.77551,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:45.486,0.8013438,1.0985953,0.19778486,0.0,0.975121,0.88579094,0.17443168,0.0,1.5495222,0.7318532,0.25907812,0.0,0.3969116,0.958235,0.22276704,0.0,-0.108349234,-0.076978415,-0.24140298,0.0,801.02563,797.8022,768.7912,759.92676,725.6777,0.18597412109375,0.08099365234375,0.9990234375,-0.321502685546875,-1.51031494140625,-0.306549072265625,323150.1831501831,8.126461538461538E7,2.538139194139194E7,80.61182,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:46.500,0.7602505,1.0054644,0.4388797,0.0,0.65403575,0.713208,0.24337153,0.0,1.2938901,0.9740892,0.539413,0.0,0.43463564,0.5883252,0.28910503,0.0,-0.22096151,0.29267758,-0.1586314,0.0,805.8608,786.52014,753.8828,617.6923,985.9707,0.184326171875,0.07464599609375,0.9952392578125,-0.28411865234375,-1.981353759765625,-0.650482177734375,322344.32234432234,8.134278388278387E7,2.5365274725274723E7,79.81319,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:47.519,0.787181,1.0511534,0.54742163,0.0,0.6770334,0.45163727,0.161808,0.0,1.298737,0.9540589,0.54909885,0.0,0.42128587,0.7584398,0.13459377,0.0,-0.24219972,0.31609666,-0.13380782,0.0,792.5641,807.47253,770.0,784.10254,754.68866,0.1754150390625,0.06134033203125,1.00030517578125,-0.73272705078125,-1.06170654296875,-0.635528564453125,323150.1831501831,8.140564102564102E7,2.539347985347985E7,80.907364,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:48.527,0.886993,1.09977,0.5333615,0.0,0.8447787,0.47028375,0.30444753,0.0,1.3267835,0.94852555,0.37942496,0.0,0.32886937,0.7845836,0.08027815,0.0,0.07490557,0.3093378,-0.1251452,0.0,842.9304,792.96704,772.01465,936.4103,1078.2417,0.17724609375,0.05975341796875,1.0025634765625,-0.52337646484375,-1.74957275390625,-0.575714111328125,323956.04395604396,8.146608058608058E7,2.5407179487179488E7,79.129684,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:49.530,0.80967814,0.8563172,0.82068026,0.0,1.1189696,1.2844546,0.29687583,0.0,1.4513633,1.1372688,0.38809776,0.0,0.46418414,0.57951987,0.20190169,0.0,0.123949744,0.22894906,-0.2659509,0.0,782.0879,805.05493,772.8205,823.1868,757.1062,0.16668701171875,0.0546875,1.001708984375,-0.635528564453125,-0.9869384765625,-0.605621337890625,323150.1831501831,8.139838827838828E7,2.5366886446886446E7,79.390114,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:49.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 23:46:50.554,0.95250434,0.99806917,0.8074054,0.0,1.15957,1.0041548,0.40109628,0.0,1.4099048,1.2049452,0.6755627,0.0,0.4228095,0.7574096,0.21854977,0.0,-0.20493771,0.0731355,-0.2796112,0.0,870.7326,813.5165,766.3736,842.52747,723.663,0.14715576171875,0.04345703125,1.0091552734375,0.127105712890625,-2.093505859375,-0.2691650390625,322344.32234432234,8.140886446886447E7,2.5337875457875457E7,79.347946,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:51.560,1.3929489,1.1162553,0.7093173,0.0,1.1244962,0.70581704,0.517245,0.0,1.2986943,1.1157142,0.64085805,0.0,0.36332244,0.64009887,0.13008502,0.0,0.021781584,0.11224071,-0.13461642,0.0,774.0293,792.5641,765.16486,812.3077,826.0073,0.14996337890625,0.04736328125,1.009521484375,0.2392578125,-1.7645263671875,-0.157012939453125,323150.1831501831,8.132424908424908E7,2.5293553113553114E7,77.22351,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:52.576,1.2872282,1.1457509,0.52337486,0.0,1.026569,0.8437506,0.3120535,0.0,1.3206823,1.0841563,0.4387182,0.0,0.4584572,0.6271876,0.21009219,0.0,-0.055837672,-6.741205E-4,-0.16443036,0.0,780.4762,810.293,765.9707,871.9414,893.2967,0.14788818359375,0.04107666015625,1.00567626953125,-0.11962890625,-1.0467529296875,-0.2392578125,322344.32234432234,8.124930402930403E7,2.5271794871794872E7,79.75474,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:53.589,0.8047373,0.9431611,0.5195055,0.0,0.67203486,0.7504793,0.21507815,0.0,1.1432004,1.0358287,0.51736194,0.0,0.5230602,0.7376224,0.21123277,0.0,-0.10407143,0.024413873,-0.3693174,0.0,828.8278,781.685,767.5824,930.3663,808.68134,0.1343994140625,0.0357666015625,1.006103515625,0.097198486328125,-1.973876953125,-0.37384033203125,323956.04395604396,8.13032967032967E7,2.5317728937728938E7,80.712036,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:54.608,0.9159167,0.9356134,0.57331043,0.0,0.7249827,0.7386264,0.30169496,0.0,1.1456015,1.1118009,0.52517563,0.0,0.47635022,0.6519533,0.097978465,0.0,-0.09612456,-0.045944218,-0.5588409,0.0,824.7985,757.50916,769.19415,834.0659,748.6447,0.133056640625,0.03668212890625,1.00726318359375,0.261688232421875,-2.31781005859375,0.082244873046875,323150.1831501831,8.124205128205128E7,2.5296776556776557E7,79.44554,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:55.617,1.0895487,0.8830028,0.35250193,0.0,0.6391171,0.7434537,0.31491846,0.0,0.97621185,1.1896149,0.6233495,0.0,0.4146449,0.60365117,0.2051863,0.0,-0.0515477,-0.07280647,-0.30681932,0.0,817.1429,803.44324,773.6264,780.4762,764.35895,0.1383056640625,0.03753662109375,1.0089111328125,0.336456298828125,-1.5850830078125,0.037384033203125,323956.04395604396,8.12065934065934E7,2.5293553113553114E7,80.25113,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:56.627,0.8195094,0.859159,0.58483565,0.0,0.5007032,0.6294,0.3859479,0.0,0.6451197,1.0759678,0.36380315,0.0,0.4114425,0.68038976,0.10051493,0.0,-0.23627967,0.13698009,-0.23139074,0.0,782.49084,807.8755,768.3883,948.9011,823.1868,0.1328125,0.037109375,1.00830078125,-0.35888671875,-1.517791748046875,-0.246734619140625,322344.32234432234,8.123560439560439E7,2.530080586080586E7,81.38064,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:57.638,0.6715585,1.0983423,0.54089856,0.0,0.25915962,0.7115159,0.49992332,0.0,0.7755697,1.0998514,0.5324084,0.0,0.39248043,0.7605102,-0.003946233,0.0,-0.1612204,0.09522471,-0.25535074,0.0,766.77655,761.53845,780.07324,807.47253,809.89014,0.129150390625,0.02923583984375,1.0035400390625,0.142059326171875,-1.637420654296875,-0.34393310546875,323150.1831501831,8.116388278388278E7,2.525245421245421E7,80.571014,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:58.640,0.62338704,1.2167766,0.8638333,0.0,0.11569827,0.99212205,0.6377286,0.0,0.6285287,1.0919076,0.5585509,0.0,0.45894858,0.4876726,0.30532864,0.0,-0.3161664,0.062276915,-0.11932742,0.0,816.7399,815.12823,776.04395,747.8388,735.34796,0.12518310546875,0.03778076171875,1.00885009765625,-0.2691650390625,-1.996307373046875,-0.01495361328125,323150.1831501831,8.111714285714285E7,2.5246007326007325E7,78.7425,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:46:59.644,0.5940231,1.3391341,0.64696604,0.0,0.7367996,1.1496383,0.5596453,0.0,1.152737,1.020976,0.6117511,0.0,0.36369327,0.9201277,0.26289362,0.0,-0.15575393,-0.17259577,-0.13671048,0.0,790.14655,803.8461,771.6117,863.47986,779.2674,0.12091064453125,0.03216552734375,1.0076904296875,-0.112152099609375,-1.5850830078125,0.0299072265625,323150.1831501831,8.11985347985348E7,2.5269377289377287E7,81.071625,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:00.654,0.5640136,1.3391341,0.3861017,0.0,0.7802603,1.1496383,0.48972607,0.0,1.3202186,1.020976,0.69835854,0.0,0.34494072,0.9201277,0.2035467,0.0,-0.09392752,-0.17259577,-0.2435597,0.0,834.0659,801.02563,769.19415,788.1319,801.02563,0.10943603515625,0.0157470703125,1.01104736328125,1.517791748046875,-3.282318115234375,0.485992431640625,321538.4615384615,8.123157509157509E7,2.529032967032967E7,82.08685,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:01.656,0.54901165,1.2331127,0.51020133,0.0,1.0128947,1.1462935,0.45510253,0.0,1.5016826,1.1743926,0.7193025,0.0,0.2961223,0.61340296,0.299209,0.0,-0.08582566,0.16587369,-0.15576792,0.0,774.43225,774.43225,791.75824,831.6484,859.0476,0.11993408203125,0.02606201171875,1.01116943359375,0.112152099609375,-1.89910888671875,-0.366363525390625,321538.4615384615,8.12517216117216E7,2.5285494505494505E7,79.70154,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:02.667,0.65060675,1.2809339,0.9332382,0.0,0.76481426,1.1271975,0.79976755,0.0,1.48083,1.1502465,1.0629351,0.0,0.39526132,0.58921677,0.55579865,0.0,-0.16913275,0.14471145,-0.091545336,0.0,782.0879,782.0879,772.8205,918.2784,830.84247,0.1195068359375,0.03228759765625,1.01226806640625,-0.874786376953125,-1.42059326171875,-0.844879150390625,323150.1831501831,8.118967032967032E7,2.526857142857143E7,80.38063,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:03.693,0.89624584,1.2809339,0.85033,0.0,0.7820085,1.1271975,0.76608515,0.0,1.2476722,1.1502465,1.1817533,0.0,0.32984525,0.58921677,0.753494,0.0,-0.27829126,0.14471145,-0.024945056,0.0,827.619,803.0403,734.94507,763.1502,686.99634,0.11602783203125,0.026123046875,1.00823974609375,0.657958984375,-1.8841552734375,-0.13458251953125,323150.1831501831,8.122512820512821E7,2.526212454212454E7,82.93932,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:04.702,1.2608382,1.2809339,1.0703114,0.0,0.66428286,1.1271975,0.7738273,0.0,1.280416,1.1502465,1.1612749,0.0,0.34425738,0.58921677,0.6001703,0.0,-0.116347246,0.14471145,0.049936503,0.0,784.90845,859.45056,750.2564,807.8755,773.22345,0.11004638671875,0.02398681640625,1.009033203125,-0.11962890625,-1.80938720703125,-0.082244873046875,323150.1831501831,8.122593406593406E7,2.5244395604395602E7,82.61287,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:05.713,0.9666654,1.2809339,1.1559929,0.0,0.62258077,1.1271975,0.8046346,0.0,0.7262656,1.1502465,1.088225,0.0,0.41834223,0.58921677,0.5852692,0.0,-0.027090197,0.14471145,-0.071972735,0.0,831.6484,817.1429,787.72894,787.326,812.71063,0.1175537109375,0.02764892578125,1.01318359375,-0.112152099609375,-1.069183349609375,-0.43365478515625,323150.1831501831,8.119289377289377E7,2.525084249084249E7,81.18077,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:06.719,1.0359789,1.2809339,0.99090916,0.0,0.53009444,1.1271975,0.77795714,0.0,1.3570765,1.1502465,0.9390994,0.0,0.29913223,0.58921677,0.71468824,0.0,0.12521681,0.14471145,0.07777491,0.0,814.3223,775.2381,759.92676,803.8461,719.6337,0.11517333984375,0.01861572265625,1.014404296875,0.441131591796875,-2.04864501953125,-0.299072265625,322344.32234432234,8.126058608058608E7,2.5243589743589744E7,80.86394,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:07.730,0.9781289,1.2809339,0.9803311,0.0,0.6481747,1.1271975,0.86741143,0.0,1.382099,1.1502465,1.1183641,0.0,0.3348312,0.58921677,0.72569513,0.0,0.0056084436,0.14471145,0.17474082,0.0,838.49817,757.9121,780.4762,780.07324,759.92676,0.1192626953125,0.021728515625,1.0079345703125,0.321502685546875,-1.6748046875,-0.52337646484375,321538.4615384615,8.140483516483517E7,2.5267765567765567E7,79.523834,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:08.738,1.2843704,1.2809339,1.1411881,0.0,0.48092765,1.1271975,0.70343244,0.0,0.80571663,1.1502465,1.0823935,0.0,0.41992936,0.58921677,0.743517,0.0,-0.051709328,0.14471145,0.14402479,0.0,826.8132,770.40295,759.5238,781.28204,806.26373,0.1226806640625,0.0230712890625,1.012939453125,0.19439697265625,-1.86920166015625,-0.3289794921875,321538.4615384615,8.142175824175824E7,2.527340659340659E7,79.76482,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:09.750,1.3411455,1.2809339,1.1757404,0.0,0.59449244,1.1271975,1.141369,0.0,0.71584046,1.1502465,1.1672537,0.0,0.45828673,0.58921677,0.74916387,0.0,-0.026218677,0.14471145,0.19200955,0.0,772.4176,805.4579,755.09155,858.6447,697.8755,0.12158203125,0.02276611328125,1.01275634765625,0.16448974609375,-2.071075439453125,-0.16448974609375,323150.1831501831,8.138065934065934E7,2.523956043956044E7,80.793686,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:10.765,0.8523354,1.2809339,1.1674645,0.0,0.73559725,1.1271975,1.0293866,0.0,0.88559335,1.1502465,1.0991774,0.0,0.31889212,0.58921677,0.80774623,0.0,-0.2393716,0.14471145,0.008601324,0.0,845.7509,818.3516,768.3883,826.0073,925.5311,0.11181640625,0.01611328125,1.0093994140625,-0.067291259765625,-1.30096435546875,0.34393310546875,323150.1831501831,8.127509157509157E7,2.517347985347985E7,80.793686,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:11.786,0.8981559,1.1598028,1.0413646,0.0,0.735121,1.1258522,0.9029045,0.0,0.83040816,1.3947417,1.0492139,0.0,0.27538303,0.6138285,0.57380706,0.0,-0.2204877,0.1961404,0.18213595,0.0,802.6374,815.12823,783.2967,757.9121,728.9011,0.1109619140625,0.01483154296875,1.01629638671875,0.186920166015625,-1.921539306640625,-0.73272705078125,322344.32234432234,8.103252747252747E7,2.512996336996337E7,80.21811,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:12.793,1.2510822,1.189607,1.1126765,0.0,0.60653883,1.0903212,0.9217926,0.0,1.1598616,1.2998009,1.090965,0.0,0.47811365,0.5964067,0.55391324,0.0,-0.06108896,0.14447536,0.17420952,0.0,824.7985,784.90845,769.19415,839.707,722.8571,0.1197509765625,0.0218505859375,1.00872802734375,1.375732421875,-2.370147705078125,0.82244873046875,324761.90476190473,8.074967032967032E7,2.5134798534798533E7,80.21811,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:13.803,1.1791719,1.189607,1.447776,0.0,0.60887325,1.0903212,0.9738059,0.0,1.2316141,1.2998009,1.0730622,0.0,0.46787995,0.5964067,0.67560637,0.0,0.012912309,0.14447536,0.099702954,0.0,854.61536,818.7546,754.68866,829.2308,731.7216,0.11334228515625,0.0224609375,1.00482177734375,-0.276641845703125,-1.263580322265625,-0.276641845703125,322344.32234432234,8.076820512820512E7,2.5188791208791208E7,82.17575,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:14.823,1.2734826,1.6668901,1.3922613,0.0,0.88030744,1.2720912,0.7677042,0.0,1.2998142,1.3622848,0.8254061,0.0,0.44865045,0.90029186,0.8163939,0.0,0.06421574,0.3384495,0.11099434,0.0,814.3223,832.4542,784.90845,704.3223,817.5458,0.11279296875,0.01226806640625,1.01055908203125,0.829925537109375,-4.164581298828125,-0.246734619140625,323956.04395604396,8.078190476190476E7,2.522102564102564E7,83.40163,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:15.835,0.91392,1.6668901,1.1523851,0.0,0.7326249,1.2720912,0.9095204,0.0,1.2971886,1.3622848,0.97012126,0.0,0.54381824,0.90029186,0.8650231,0.0,0.1285386,0.3384495,0.09485616,0.0,819.5604,814.7253,802.23444,767.5824,730.10986,0.1123046875,0.02032470703125,1.02056884765625,1.00189208984375,-1.293487548828125,0.179443359375,323150.1831501831,8.082058608058608E7,2.5228278388278387E7,82.446976,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:16.843,1.0309868,1.6668901,0.9343436,0.0,0.67786974,1.2720912,0.9067496,0.0,1.0808684,1.3622848,1.0899284,0.0,0.43217793,0.90029186,0.77658945,0.0,0.12869003,0.3384495,0.03612805,0.0,801.02563,828.022,794.9817,815.12823,740.989,0.11102294921875,0.0240478515625,1.0130615234375,-0.31402587890625,-2.295379638671875,-0.49346923828125,323150.1831501831,8.072791208791208E7,2.5245201465201464E7,84.66448,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:17.857,0.9046663,1.6668901,0.952617,0.0,0.7291904,1.2720912,1.0086737,0.0,1.3173645,1.3622848,1.1621474,0.0,0.37485716,0.90029186,0.7462374,0.0,-0.06620441,0.3384495,0.07892864,0.0,853.4066,759.12085,800.6227,951.31866,914.65204,0.08941650390625,0.010986328125,1.01202392578125,-0.94207763671875,0.2093505859375,-0.515899658203125,323956.04395604396,8.084234432234432E7,2.525809523809524E7,88.13694,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:18.866,0.85502386,1.6668901,0.96727884,0.0,0.8354183,1.2720912,1.0300895,0.0,1.2763798,1.3622848,1.0808504,0.0,0.4055135,0.90029186,0.7430897,0.0,-0.07599782,0.3384495,0.18311335,0.0,828.8278,805.4579,766.3736,868.315,770.80585,0.0867919921875,0.0145263671875,1.012939453125,0.299072265625,-2.1832275390625,-0.142059326171875,322344.32234432234,8.078351648351648E7,2.522021978021978E7,89.201515,1,1.0,1.0,1.0,1.0,100.00
2026-07-23 23:47:19.875,0.6351267,1.6668901,1.1702499,0.0,0.93470335,1.2720912,0.63658416,0.0,1.2584275,1.3622848,1.1172818,0.0,0.3616487,0.90029186,0.31758237,0.0,-0.15294223,0.3384495,-6.71817E-4,0.0,817.9487,791.3553,774.83514,820.7692,770.0,0.069580078125,0.02899169921875,1.02630615234375,0.07476806640625,-0.34393310546875,0.082244873046875,323956.04395604396,8.078835164835164E7,2.521860805860806E7,87.27938,1,1.0,1.0,1.0,1.0,100.00
