TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2026-07-23 21:55:25.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-02BF
2026-07-23 21:55:43.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:43.617,0.72783345,0.8270441,0.04025265,0.0,1.5447909,1.0142204,0.6071751,0.0,1.5272641,0.60066444,0.61692417,0.0,0.5910786,-0.1201413,-0.06241858,0.0,0.1036373,-0.26456812,-0.025950681,0.0,756.7033,788.1319,821.1722,763.5531,942.8571,0.14910888671875,0.153076171875,0.992431640625,-0.246734619140625,-1.854248046875,-0.79254150390625,321538.4615384615,8.22695238095238E7,2.7488717948717948E7,76.55637,1,1.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:44.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:44.540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:44.630,0.7107436,0.24523117,0.69530517,0.0,1.4022853,0.92302746,0.6180165,0.0,1.5316906,0.51373255,0.6493006,0.0,0.4591945,-0.1957447,0.11638641,0.0,0.09656536,-0.4372062,-0.1237453,0.0,948.49817,797.8022,811.50183,844.5421,759.5238,0.15411376953125,0.158447265625,0.995361328125,0.426177978515625,-2.19818115234375,-0.777587890625,323150.1831501831,8.226065934065934E7,2.7495970695970695E7,81.60553,1,1.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:45.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:45.646,0.55528957,0.17452167,0.42130196,0.0,0.58762455,0.2580755,0.34973502,0.0,1.0071311,0.4196437,0.4533491,0.0,0.3498837,-0.13047723,-0.031883445,0.0,-0.016033513,-0.52967775,-0.37466916,0.0,688.20514,788.1319,780.87915,862.674,705.5311,0.13519287109375,0.15509033203125,0.983642578125,-0.11962890625,-2.40753173828125,-1.39068603515625,322344.32234432234,8.212205128205128E7,2.746212454212454E7,80.69188,1,1.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:46.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:46.658,-0.059220713,0.49778685,0.42860943,0.0,0.24451588,0.019700646,0.4108169,0.0,0.5965217,-0.012878878,-0.056132935,0.0,0.3338545,-0.005339897,-0.18614054,0.0,0.020979352,-0.3093644,-0.4957993,0.0,755.09155,783.2967,863.47986,756.7033,808.2784,0.176025390625,0.2352294921875,0.9696044921875,-0.07476806640625,5.38330078125,18.968658447265625,321538.4615384615,8.204388278388278E7,2.749113553113553E7,76.886566,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:46.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:47.663,-0.059220713,0.61792016,0.5817646,0.0,0.24451588,0.50755644,0.52052456,0.0,0.5965217,0.3435708,-0.073474385,0.0,0.3338545,-0.021922195,-0.19930717,0.0,0.020979352,-0.46872127,-0.44589454,0.0,653.5531,790.54944,813.1135,827.2161,682.1612,0.10595703125,0.10479736328125,0.988037109375,-6.10107421875,7.902984619140625,-3.446807861328125,323150.1831501831,8.201406593406594E7,2.7619267399267398E7,75.778534,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:47.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:48.677,-0.059220713,0.7800402,0.5817646,0.0,0.24451588,0.46666932,0.52052456,0.0,0.5965217,0.3360278,-0.073474385,0.0,0.3338545,-0.024055475,-0.19930717,0.0,0.020979352,-0.37401304,-0.44589454,0.0,858.24176,802.6374,798.20514,758.315,604.7985,0.1519775390625,0.06817626953125,1.025634765625,3.2000732421875,-5.854339599609375,-9.787139892578125,323956.04395604396,8.208175824175824E7,2.7464542124542125E7,76.85646,1,2.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:48.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:49.691,-0.059220713,0.5658149,0.5817646,0.0,0.24451588,0.2738415,0.52052456,0.0,0.5965217,-0.2279094,-0.073474385,0.0,0.3338545,-0.23501919,-0.19930717,0.0,0.020979352,-0.048108432,-0.44589454,0.0,658.3883,806.6667,766.77655,786.52014,1080.6593,0.1036376953125,0.10003662109375,0.99920654296875,17.084503173828125,4.792633056640625,53.27972412109375,323150.1831501831,8.22203663003663E7,2.749194139194139E7,79.34227,1,2.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:50.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
